date,open,high,low,close,volume,value,sma5,sma12,sma20,sma26,sma50,sma60,sma120,sma160,sma200,sma240,ema12,ema26,ema50,vwma5,vwma10,vwma20,sma12_slope,sma20_slope,sma26_slope,sma50_slope,sma60_slope,sma120_slope,sma160_slope,sma200_slope,sma240_slope,volume_ma5,volume_ma20,volume_ma50,obv,obv_signal,obv_daily_diff,obv_diff_over_1y_avg,bb_upper,bb_middle,bb_lower,bb_width,rsi,rsi_signal,price_change_10d,total_volatility_10d,efficiency_ratio,stoch_fast_k,stoch_slow_k,adx,di_plus,di_minus,momentum_50,cdl_doji,cdl_hammer,cdl_inverted_hammer,cdl_engulfing,macd,macd_signal,macd_histogram,macd_pct,macd_signal_pct,mfi,close_sma20_disparity,close_sma50_disparity,close_sma60_disparity,close_sma120_disparity,close_sma200_disparity,sma5_sma20_disparity,sma20_sma60_disparity,sma50_sma200_disparity,volume_vma20_disparity,atr,atr_pct
2008-11-14,31278,31424,30545,31424,2548385,79059824900,31473.2,32287.75,34031.6,36824.65385,,,,,,,32690.8406,35800.58531,,31000.78828,32371.11261,33784.68417,-0.012874095,-0.01954451,,,,,,,,2833413.6,5071730.9,,24630492,24292146,2548385,,39856.08718,34031.6,28207.11282,0.342298757,39.79627456,37.66622277,0.001464173,0.169081883,0.865954923,35.42526837,29.18314102,0,20.10620123,38.8964586,,0,1,0,0,-3109.744705,,,-9.896081674,,24.59735306,-7.662290342,,,,,-7.517718826,,,-49.75315035,3792.820938,12.06982223
2008-11-17,30838,33575,29616,31669,4089858,1.30612E+11,31238.6,32076,33706.6,36275.80769,,,,,,,32533.63436,35494.54195,,30877.47075,32417.41947,33498.62169,-0.008230095,-0.013091667,,,,,,,,3010054.4,5026011.3,,28720350,25144316.33,4089858,,39291.84046,33706.6,28121.35954,0.331403372,40.44853902,38.52748512,0.006368149,0.161249561,3.949250575,37.67318103,30.72416379,0,22.6964953,35.95266888,,0,0,0,0,-2960.907596,,,-9.349545599,,30.40367308,-6.045106893,,,,,-7.322008153,,,-18.62616783,3804.690871,12.01392804
2008-11-18,30838,31180,29421,29421,2757921,83466642350,30730.4,31921.25,33261.9,35501.38462,,,,,,,32054.76753,35044.64996,,30562.09081,31902.5243,33189.54837,-0.004014517,-0.011959711,,,,,,,,3122588.2,4968779.9,,25962429,26437757,-2757921,,38723.55561,33261.9,27800.24439,0.328403104,36.53699611,38.9272699,0.055869227,0.156836985,35.62248226,18.10210444,30.40018461,33.22060567,21.69256598,34.74607393,,0,0,0,0,-2989.882423,,,-10.16240924,,32.33624684,-11.54744618,,,,,-7.610809966,,,-44.49500571,3693.498666,12.55395352
2008-11-19,29665,29763,28101,28199,2412454,69210985700,30095.2,31579.16667,32790.3,34589.73077,,,,,,,31461.57253,34537.56477,,30159.51633,30850.10279,32910.24746,-0.008375987,-0.014673097,-0.026418467,,,,,,,3178070,4903320.9,,23549975,26077584.67,-2412454,,38290.19455,32790.3,27290.40545,0.335458629,34.57940341,37.18831285,0.074983704,0.162232362,46.21994189,5.292150305,20.35581192,32.75902743,20.95458889,36.2659537,,0,0,0,0,-3075.992246,,,-10.90816074,,37.82157423,-14.00200669,,,,,-8.21919897,,,-50.79958972,3548.391618,12.58339522
2008-11-20,26390,26781,23996,23996,4443365,1.09123E+11,28941.8,30662.83333,32191.65,33595.38462,,,,,,,30313.02291,33756.70812,,29003.75448,29941.34875,32471.99998,-0.019630587,-0.02104448,-0.037234304,,,,,,,3250396.6,4975117.65,,19106610,22873004.67,-4443365,,38692.60597,32191.65,25690.69403,0.403890821,28.85331463,33.32323805,0.064202978,0.151451637,42.39173619,0,7.798084916,33.04477422,19.1777702,41.47249316,,0,0,0,0,-3443.685216,,,-14.35108025,,42.29866198,-25.45893112,,,,,-10.09531975,,,-10.68824272,3595.14936,14.98228605
2008-11-21,22578,26537,21161,24436,7030494,1.63178E+11,27544.2,29726.16667,31615,32903.65385,,,,,,,29408.86554,33066.2853,,27060.77681,28660.10504,31803.57541,-0.029943299,-0.022465488,-0.035435843,,,,,,,4146818.4,5136147.95,,26137104,22931229.67,7030494,,38693.74808,31615,24536.25192,0.447809463,30.1572023,31.19664011,0.068124154,0.147530462,46.17633064,19.65078603,8.314312112,33.72656743,17.17204868,42.65032554,,0,0,0,0,-3657.419762,,,-14.96734229,,44.00523815,-22.70757552,,,,,-12.87616638,,,36.88262232,3722.352977,15.23306997
2008-11-24,24338,24680,22187,22285,3952566,91243833650,25667.4,29050.08333,30774.4,32332.23077,,,,,,,28312.88622,32267.67157,,25385.91468,27704.4617,31251.8485,-0.037829382,-0.030153317,-0.033767108,,,,,,,4119360,5138645,,22184538,22476084,-3952566,,38088.49298,30774.4,23460.30702,0.475336187,27.50353518,28.83801737,0.105871734,0.152925839,69.23076923,6.744269771,8.798351934,34.35966112,16.31967183,40.53327178,,0,0,0,0,-3954.78535,,,-17.74640049,,33.66669562,-27.58591557,,,,,-16.59496205,,,-23.08155165,3634.54205,16.30936527
2008-11-25,23800,24631,22530,23458,4894599,1.15482E+11,24474.8,28402.5,30109.75,31766.42308,,,,,,,27565.98065,31615.10331,,24427.76163,26925.38519,30607.18342,-0.03211887,-0.029583369,-0.025989166,,,,,,,4546695.6,5120135.8,,27079137,25133593,4894599,,37545.53577,30109.75,22673.96423,0.493912156,31.06584849,29.57552865,0.085283057,0.155864213,54.71625273,18.50330272,14.96611951,34.94753383,15.53805037,38.59195364,,0,0,0,0,-4049.122658,,,-17.26115891,,28.80934271,-22.09168127,,,,,-18.71470205,,,-4.404898792,3542.503332,15.10147213
2008-11-26,23751,26977,23751,26977,6352665,1.66024E+11,24230.4,27913.75,29894.7,31330.34615,,,,,,,27475.36824,31271.5401,,24393.51065,26546.12235,30106.45337,-0.022394591,-0.021256379,-0.019440112,,,,,,,5334737.8,5093362.9,,33431802,27565159,6352665,,37430.99795,29894.7,22358.40205,0.504189569,40.51004215,33.02647527,0.044105701,0.185268014,23.80643066,46.85033027,24.03263426,34.60735268,19.20969795,35.82058872,,0,1,0,0,-3796.171858,-3574.195226,-221.9766322,-14.07188293,-13.24904632,39.56982502,-9.759924,,,,,-18.94750575,,,24.72437415,3540.824523,13.12534575
2008-11-27,28443,30740,27661,29323,5592006,1.61926E+11,25295.8,27693.83333,29650.35,31010.80769,,,,,,,27759.61928,31127.2038,,25283.09878,26655.05512,29747.43491,-0.015417363,-0.012777797,-0.015021463,,,,,,,5564466,4741222.3,,39023808,33178249,5592006,,36923.44869,29650.35,22377.25131,0.490591085,45.83752852,39.13780639,0.004412576,0.192628993,2.290712203,65.74834864,43.70066054,33.07661369,25.38059586,33.08455246,,0,0,0,0,-3367.584515,-3532.873083,165.2885689,-11.48444741,-12.04812974,49.24426342,-1.104034185,,,,,-14.68633591,,,17.9443959,3556.6942,12.12936671
