date,open,high,low,close,volume,value,symbol,sma5,sma12,sma20,sma26,sma50,sma60,sma120,sma160,sma200,sma240,ema12,ema26,ema50,vwma5,vwma10,vwma20,sma12_slope,sma20_slope,sma26_slope,sma50_slope,sma60_slope,sma120_slope,sma160_slope,sma200_slope,sma240_slope,volume_ma5,volume_ma20,volume_ma50,obv,obv_signal,obv_daily_diff,obv_diff_over_1y_avg,bb_upper,bb_middle,bb_lower,bb_width,rsi,rsi_signal,price_change_10d,total_volatility_10d,efficiency_ratio,stoch_fast_k,stoch_slow_k,adx,di_plus,di_minus,momentum_50,cdl_doji,cdl_hammer,cdl_inverted_hammer,cdl_engulfing,macd,macd_signal,macd_histogram,macd_pct,macd_signal_pct,mfi,close_sma20_disparity,close_sma50_disparity,close_sma60_disparity,close_sma120_disparity,close_sma200_disparity,sma5_sma20_disparity,sma20_sma60_disparity,sma50_sma200_disparity,volume_vma20_disparity,atr,atr_pct
2016-12-15,140832,142314,139349,140832,204755,28863948500,207940,142215.6,144043.83333333334,151159.55,153698.6923076923,,,,,,,145434.05519656758,148218.84323187466,,142863.29590750794,143538.52720225535,153522.32993763263,-0.009551569719003257,-0.008421026471256546,,,,,,,,249321.6,636510.75,,14011077,14210293.0,-204755.0,,170661.43755454195,151159.55,131657.66244545803,0.2580305055756247,40.37714051406884,41.682489805021376,0.001891520893839347,0.022703994210567624,8.33122522978329,13.207331042382588,18.238513427516864,0.0,25.724822854986794,22.421222550494143,,1,0,0,0,-2784.7880353070796,,,-1.9773830062110027,,26.213880141075023,-6.832218010704572,,,,,-5.916893772176479,,,-67.83165091870012,8837.439442973195,6.275164339761698
2016-12-16,141326,142808,139844,142808,235264,33274717000,207940,142116.6,143261.41666666666,149998.3,153717.6923076923,,,,,,,145030.04670478796,147818.04002951356,,142145.81426869455,144080.14193380155,152252.84005044732,-0.00807377737941852,-0.008650542453270606,,,,,,,,238042.8,581874.4,,14246341,14157750.0,235264.0,,168562.65795927233,149998.3,131433.94204072765,0.24752757810284973,43.27427082321852,41.66974671762569,0.0023644011172991837,0.022231113987107788,10.635549431622461,27.496711524840634,19.22793527854876,0.0,25.48980400221653,21.839491578763003,,0,1,0,0,-2787.9933247255976,,,-1.952266907123969,,24.12922561759767,-4.7935876606601475,,,,,-5.254526217963795,,,-59.56790675101018,8417.908054189395,5.894563367731076
2016-12-19,142314,149232,141326,148244,358417,52427781000,207940,143500.2,143714.41666666666,149059.4,153280.57692307694,,,,,,,145524.5010578975,147849.59261991997,,143175.1494744652,144657.6787740144,151255.75898450855,-0.0034258459776524805,-0.0075000224854519125,,,,,,,,246022.4,567308.9,,14604758,14287392.0,358417.0,,165904.68108877965,149059.4,132214.11891122034,0.22602105051784258,50.41270325933625,44.68803819887453,0.00756799807018921,0.027434710939997817,27.585484996510818,56.40826068908261,32.37076775210195,11.969689329918634,29.357650421639363,20.324708267418117,,0,1,0,0,-2325.091562022484,,,-1.5684220353083322,,30.853386436360708,-0.5470302443187025,,,,,-3.7295199095125686,,,-36.8215446646439,8381.343193175866,5.653748679997752
2016-12-20,149727,151703,148244,149727,269369,40544650500,207940,144686.2,144496.83333333334,148095.85,152368.3076923077,,,,,,,146171.0393566825,147988.6598332592,,144782.52590098965,145283.3950108756,150281.32443395024,0.0010085021405624903,-0.006820635779340584,-0.0029618007337456937,,,,,,,251188.6,552028.9,,14874127,14575075.333333334,269369.0,,162260.2195415644,148095.85,133931.4804584356,0.19128651534211666,52.180664302450616,48.62254612833513,0.005203596952890026,0.025070309822698634,20.756013745704468,80.65021543282413,54.85172921558245,12.6756757804142,30.68929338193695,19.68151003921399,,1,0,0,0,-1817.6204765767034,,,-1.2139563850051782,,49.998685738233576,1.1014150632850273,,,,,-2.3023265000335913,,,-51.20382284333302,8029.747250806161,5.362925358022375
2016-12-21,150715,151209,146267,146267,148885,22014090000,207940,145575.6,144990.91666666666,147206.35,151684.07692307694,,,,,,,146185.8025325775,147861.12947524,,145496.49564528902,145081.82833600312,149573.32879988226,0.003941422193659541,-0.00636267920993795,-0.0046344821106045235,,,,,,,243338.0,536247.1,,14725242,14734709.0,-148885.0,,159338.2006465418,147206.35,135074.4993534582,0.16482781682368733,47.89052415800386,50.16129723993024,0.0023653583647150938,0.024125506623194872,9.804388366464305,58.06241023632328,65.04029545274334,13.00718277599548,29.26435420848104,20.625108791392197,,0,0,0,0,-1675.3269426625047,,,-1.1453895565387304,,57.971847876872516,-0.6381178529322962,,,,,-1.1077986785216765,,,-72.23574728888977,7809.193875748578,5.338999142491866
2016-12-22,146267,147256,142314,142314,157078,22583070500,207940,145872.0,144826.16666666666,146638.05,150695.76923076922,,,,,,,145590.14060448867,147450.2309955926,,146107.27314038997,144433.18272209645,148860.1470583682,0.0026039836792819634,-0.0056713792505773755,-0.006054236154577711,,,,,,,233802.6,501710.2,,14568164,14722511.0,-157078.0,,158566.8105973964,146638.05,134709.28940260358,0.16269666157448778,43.49108315116204,47.85409053720551,0.006149357399809699,0.027909505658289476,22.033200713403755,22.223055014240742,53.64522689446272,12.693069230911322,27.870739832661346,23.452055927192408,,0,0,0,0,-1860.090391103935,,,-1.307032611762676,,65.8030506103432,-2.9487912584762244,,,,,-0.5224087472521566,,,-68.69148763569089,7604.394313195108,5.343391594077258
2016-12-23,142314,144785,142314,142314,87537,12510919000,207940,145773.2,144290.83333333334,145748.55,149802.5,,,,,,,145086.11897302888,147069.76944036354,,146840.359255553,144313.78762227748,148144.42687393638,-0.00048250113598568423,-0.0054979364878602185,-0.006009733622617798,,,,,,,204257.2,470552.7,,14655701,14649702.333333334,87537.0,,156073.4523331941,145748.55,135423.6476668059,0.1416810298722574,43.49108315116204,44.957563486775975,0.0009467176943355844,0.02270686595281536,4.169301462838836,22.223055014240742,34.16950675493492,12.401392367618888,27.17393540861496,22.86572429691754,,1,0,0,0,-1983.6504673346644,,,-1.3938547629429743,,60.448753176557965,-2.3564899959553576,,,,,0.016912689697434757,,,-81.39698273965912,7237.7232908240285,5.085742295785396
2016-12-26,143303,143797,142314,142314,63734,9098987500,207940,144587.2,143755.5,144883.8,148890.23076923078,,,,,,,144659.63913102442,146717.49022255884,,146769.35086697963,144509.81370221692,147557.41058246722,-0.002893640510108298,-0.005439966084386211,-0.006543854092233035,,,,,,,145320.6,452929.35,,14719435,14647766.666666666,63734.0,,153102.63506587132,144883.8,136664.96493412866,0.11345416210606475,43.49108315116204,43.49108315116204,0.0009457604469196735,0.020814387811560104,4.5437821927888145,22.223055014240742,22.223055014240742,12.130549565990199,26.741813440148455,22.502111826179725,,0,0,0,0,-2057.851091534423,,,-1.4459934310991351,,54.34630991424713,-1.7736972663610295,,,,,-0.20471577912780647,,,-85.92848973024158,6826.67162719374,4.7969079831876975
2016-12-27,142314,145279,142314,143797,109056,15727449500,207940,143401.2,143796.66666666666,144315.55,147996.96153846153,,,,,,,144526.9254185591,146501.1576134804,,144711.82849658892,144760.55547616578,146819.59345400418,-0.0023864661061542775,-0.005383746995185342,-0.006256059334357202,,,,,,,113258.0,413156.9,,14828491,14734542.333333334,109056.0,,151050.94645380997,144315.55,137580.15354619,0.09334262945067227,45.82309362744476,44.26841997658962,0.0,0.01986862736464043,0.0,33.33833008544446,25.92814670464198,12.09829719566263,27.51123073462956,21.75716654543545,,0,0,0,0,-1974.2321949212928,-2130.894068044778,156.6618731234853,-1.372930029778989,-1.4818765816009918,50.608955075226945,-0.35931678880064544,,,,,-0.6335769083788745,,,-73.60421670314594,6550.837939537045,4.555615165502093
2016-12-28,145773,153186,145279,150221,320529,48046411500,207940,144192.0,144537.91666666666,144216.75,147274.76923076922,,,,,,,145402.93689262692,146776.70149396334,,146172.41398146717,145751.67675505197,144652.6527394627,0.000548266295065967,-0.0033989921515633374,-0.005608915684737333,,,,,,,147586.8,305489.65,,15149020,14898982.0,320529.0,,150531.6479999677,144216.75,137901.8520000323,0.08757509789906803,54.56916974127473,47.96111550662717,0.008041835541064957,0.024125506623194872,33.33333333333333,78.57194478571945,44.711109961801554,13.088837650393227,33.26353637830038,19.550036184486775,,0,0,0,0,-1373.7646013364138,-1979.4681747031054,605.7035733666917,-0.9144957105440742,-1.3177040325274798,49.89619376837524,4.163351344417343,,,,,-0.01716166811414066,,,4.923030943928852,6753.563800998685,4.495752125867012
