date,open,high,low,close,volume,value,sma5,sma12,sma20,sma26,sma50,sma60,sma120,sma160,sma200,sma240,ema12,ema26,ema50,vwma5,vwma10,vwma20,sma12_slope,sma20_slope,sma26_slope,sma50_slope,sma60_slope,sma120_slope,sma160_slope,sma200_slope,sma240_slope,volume_ma5,volume_ma20,volume_ma50,obv,obv_signal,obv_daily_diff,obv_diff_over_1y_avg,bb_upper,bb_middle,bb_lower,bb_width,rsi,rsi_signal,price_change_10d,total_volatility_10d,efficiency_ratio,stoch_fast_k,stoch_slow_k,adx,di_plus,di_minus,momentum_50,cdl_doji,cdl_hammer,cdl_inverted_hammer,cdl_engulfing,macd,macd_signal,macd_histogram,macd_pct,macd_signal_pct,mfi,close_sma20_disparity,close_sma50_disparity,close_sma60_disparity,close_sma120_disparity,close_sma200_disparity,sma5_sma20_disparity,sma20_sma60_disparity,sma50_sma200_disparity,volume_vma20_disparity,atr,atr_pct
2004-02-11,8490,8750,8350,8420,11799389,1.01079E+11,8384,8515,8044,7659.615385,,,,,,,8281.070581,7732.154086,,8406.269747,8623.538853,8097.13047,0.009930061,0.009837688,,,,,,,,10745653.4,14943124.05,,168887018,163738529,11799389,,9297.226237,8044,6790.773763,0.311592799,65.08201232,65.21798742,0.001019022,0.00611413,16.66666667,57.34597156,57.73036015,0,31.16479546,13.33814389,,0,0,0,0,548.9164945,,,6.519198272,,61.70066082,4.674291397,,,,,4.226752859,,,-21.0380041,488.9336072,5.806812437
2004-02-12,8590,8610,8280,8320,6863995,57931326900,8402,8548.333333,8097,7764.230769,,,,,,,8287.059722,7775.698228,,8415.854686,8522.374577,8145.599163,0.008012821,0.008433494,,,,,,,,10461206.2,14599396.45,,162023023,162665890,-6863995,,9301.841898,8097,6892.158102,0.29760205,62.4780429,64.12322869,0.002173913,0.005638587,38.55421687,52.60663507,55.45023697,0,29.65551955,13.71947174,,0,0,0,0,511.3614942,,,6.146171805,,61.7865738,2.754106459,,,,,3.76682722,,,-52.98439204,477.5812067,5.740158734
2004-02-13,8260,8530,8250,8420,8357507,70370572740,8400,8523.333333,8165.5,7847.692308,,,,,,,8307.512073,7823.424285,,8447.630992,8460.449688,8184.330291,0.003628926,0.007304038,,,,,,,,9064644,14570673.55,,170380530,167096857,8357507,,9276.580105,8165.5,7054.419895,0.272140127,64.02801539,63.86269021,0.001800272,0.005944293,30.28571429,51.87165775,53.94142146,61.80430841,28.39881455,13.59212167,,0,0,0,0,484.0877874,,,5.749261133,,56.99959412,3.116771784,,,,,2.871838834,,,-42.64158777,463.4682633,5.504373674
2004-02-16,8360,8600,8240,8460,10451768,88228065580,8404,8481.666667,8214.5,7937.307692,,,,,,,8330.971754,7870.578042,,8423.80924,8421.074219,8276.072546,-0.00131337,0.006717888,0.010941383,,,,,,,9125194,13753019.9,,180832298,171078617,10451768,,9286.068477,8214.5,7142.931523,0.260896823,64.65692398,63.72099409,0.001256793,0.005672554,22.15568862,41.49659864,48.65829715,60.0307209,27.90253186,12.83879847,,0,0,0,0,460.3937119,,,5.442006051,,55.78122481,2.988617688,,,,,2.306896342,,,-24.00383279,456.0776731,5.390989044
2004-02-17,8470,8850,8460,8660,12743842,1.10371E+11,8456,8457.5,8286,8015.769231,,,,,,,8381.591484,7929.053742,,8497.593283,8445.883728,8328.324959,-0.003496279,0.007274827,0.009682004,,,,,,,10043300.2,13894831.9,,193576140,181596322.7,12743842,,9272.740087,8286,7299.259913,0.238170429,67.6978717,65.46093702,0.001222826,0.00455163,26.86567164,51.47058824,48.27961488,58.79953166,30.10109318,12.05905094,,0,0,0,0,452.5377415,,,5.225609024,,49.74802713,4.513637461,,,,,2.051653391,,,-8.283582761,451.3578393,5.211984288
2004-02-18,8860,8890,8660,8730,10280361,90258758030,8518,8449.166667,8351,8101.153846,,,,,,,8435.192794,7988.383095,,8550.79061,8474.980999,8410.629693,-0.00283187,0.007082856,0.009677798,,,,,,,9739494.6,13445428.8,,203856501,192754979.7,10280361,,9272.757018,8351,7429.242982,0.220753686,68.71254803,67.0224479,0.000509511,0.003838315,13.27433628,61.11111111,51.35943266,57.72028227,29.6290529,11.611179,,0,0,0,0,446.8096992,,,5.118095066,,44.29697864,4.538378637,,,,,1.999760508,,,-23.54010309,435.5465651,4.989078638
2004-02-19,8770,9300,8730,9300,18328739,1.65207E+11,8714,8532.5,8444.5,8183.461538,,,,,,,8568.240057,8085.539903,,8737.980337,8588.168149,8484.645265,0.001821983,0.008243728,0.008822719,,,,,,,12032443.4,13933210.95,,222185240,206539293.7,18328739,,9352.87162,8444.5,7536.12838,0.215139231,75.46966421,70.62669465,0.003634511,0.004585598,79.25925926,100,70.86056645,57.31099507,33.44387778,10.56404409,,0,1,0,0,482.7001539,,,5.190324236,,55.16354721,10.1308544,,,,,3.191426372,,,31.54712913,445.1503819,4.786563246
2004-02-20,9200,9420,9050,9110,11370596,1.04523E+11,8852,8576.666667,8530,8254.615385,,,,,,,8651.58774,8161.425836,,8864.648627,8690.447348,8542.964103,0.004360288,0.008927918,0.00873934,,,,,,,12635061.2,14097822.65,,210814644,212285461.7,-11370596,,9346.259763,8530,7713.740237,0.191385642,70.03967762,71.40729662,0.002309783,0.00455163,50.74626866,78.76712329,79.95941147,57.08319533,33.38389461,9.937549708,,0,0,0,0,490.1619044,,,5.380481936,,62.0858632,6.799531067,,,,,3.774912075,,,-19.34502028,439.7824974,4.827469785
2004-02-23,9200,10150,9140,9830,28225360,2.73843E+11,9126,8710,8650.5,8361.538462,,,,,,,8832.881934,8285.023922,,9213.934045,8929.120707,8705.699566,0.008844806,0.010155985,0.00882959,,,,,,,16189779.6,14805156.9,,239040004,224013296,28225360,,9487.027943,8650.5,7813.972057,0.193405686,76.83998756,74.11644313,0.004721467,0.006963315,67.80487805,85.38812785,88.05175038,57.61006031,38.98593862,8.425107684,,0,0,0,0,547.858012,501.7017974,46.15621454,5.573326673,5.103782273,74.41831695,13.63505,,,,,5.496792093,,,90.64546354,482.6551762,4.910022138
2004-02-24,9660,9690,9070,9070,13834640,1.2987E+11,9208,8763.333333,8708,8422.692308,,,,,,,8869.361636,8343.170298,,9311.077392,9002.204715,8789.027351,0.008483401,0.00968394,0.008792017,,,,,,,16407939.2,14620128.65,,225205364,225020004,-13834640,,9492.234659,8708,7923.765341,0.180118204,61.08025493,69.31997337,0.002275815,0.009408967,24.18772563,50.68493151,71.61339422,57.83216983,34.81588364,8.509118458,,0,0,0,0,526.1913383,506.5997056,19.59163269,5.801448052,5.585443281,66.22099824,4.157096922,,,,,5.741846578,,,-5.372652107,502.4655208,5.539862412
