date,open,high,low,close,volume,value,sma5,sma12,sma20,sma26,sma50,sma60,sma120,sma160,sma200,sma240,ema12,ema26,ema50,vwma5,vwma10,vwma20,sma12_slope,sma20_slope,sma26_slope,sma50_slope,sma60_slope,sma120_slope,sma160_slope,sma200_slope,sma240_slope,volume_ma5,volume_ma20,volume_ma50,obv,obv_signal,obv_daily_diff,obv_diff_over_1y_avg,bb_upper,bb_middle,bb_lower,bb_width,rsi,rsi_signal,price_change_10d,total_volatility_10d,efficiency_ratio,stoch_fast_k,stoch_slow_k,adx,di_plus,di_minus,momentum_50,cdl_doji,cdl_hammer,cdl_inverted_hammer,cdl_engulfing,macd,macd_signal,macd_histogram,macd_pct,macd_signal_pct,mfi,close_sma20_disparity,close_sma50_disparity,close_sma60_disparity,close_sma120_disparity,close_sma200_disparity,sma5_sma20_disparity,sma20_sma60_disparity,sma50_sma200_disparity,volume_vma20_disparity,atr,atr_pct
2011-12-15,4172,4546,4172,4258,549885,2377775330,4528,4567.333333,4404.6,4276.961538,,,,,,,4490.018244,4406.656872,,4755.221332,4711.209974,4534.724797,-0.007476123,0.00815328,,,,,,,,1800915,2005398.5,,6856754,7403677,-549885,,5255.383733,4404.6,3553.816267,0.386316003,45.8739419,48.66770405,0.003203917,0.018770119,17.06924316,7.868252516,11.14560079,0,21.21907432,24.18307002,,0,0,1,0,83.36137268,,,1.95775887,,46.32048276,-3.328338555,,,,,2.801616492,,,-72.57976407,368.1425689,8.64590345
2011-12-16,4374,4425,4263,4369,297561,1290145720,4442,4556.833333,4447.7,4279.269231,,,,,,,4471.400053,4403.867474,,4725.770198,4717.910862,4555.399555,-0.006218051,0.008678569,,,,,,,,1520168,1976569.25,,7154315,7139236,297561,,5193.031363,4447.7,3702.368637,0.335153613,49.11026599,47.32777166,0.004337379,0.017636658,24.59297344,18.02378774,10.6182982,0,20.4722846,23.33196465,,1,0,0,0,67.53257913,,,1.545721656,,51.82056567,-1.769453875,,,,,-0.128156126,,,-84.94558185,353.7752425,8.097396259
2011-12-19,4313,4445,3873,4182,610868,2596515760,4328.6,4532.833333,4490.75,4289.307692,,,,,,,4426.876968,4387.432846,,4512.668122,4698.175999,4575.410934,-0.005838514,0.009154312,,,,,,,,772063.6,1963164.25,,6543447,6851505.333,-610868,,5046.028624,4490.75,3935.471376,0.247298836,44.30415919,46.42945569,0.007163475,0.020462754,35.00738552,22.19827586,16.03010537,10.88570891,18.11997858,28.48530158,,0,0,0,0,39.44412175,,,0.94318799,,55.75797013,-6.875243556,,,,,-3.610755442,,,-68.8835002,369.3627252,8.832202899
2011-12-20,4116,4268,4116,4217,258590,1084570540,4265.8,4496.25,4511.05,4302.653846,,,,,,,4394.588204,4374.808191,,4279.635758,4697.206903,4601.980578,-0.005618792,0.008414355,0.002030852,,,,,,,451580.6,1908643.75,,6802037,6833266.333,258590,,4989.862897,4511.05,4032.237103,0.212284456,45.38154601,46.26532373,0.004337379,0.018694555,23.20129345,24.71264368,21.64490243,11.69677702,17.54312356,27.57846336,,0,0,0,0,19.78001272,,,0.469054131,,63.44040576,-6.518438058,,,,,-5.436650004,,,-86.45163614,353.8368163,8.390723649
2011-12-21,4273,4374,4227,4227,371087,1597676660,4250.6,4460.5,4526.8,4316.730769,,,,,,,4368.805403,4363.859436,,4258.512666,4694.540727,4672.128656,-0.007596667,0.006237678,0.002954147,,,,,,,417598.2,1751775.7,,7173124,6839536,371087,,4942.292768,4526.8,4111.307232,0.18357019,45.70471349,45.13013956,0.004941891,0.018090042,27.31829574,25.43103448,24.11398467,12.01053589,19.25223451,26.63525719,,0,0,0,0,4.945967044,,,0.11700892,,71.67915221,-6.622779889,,,,,-6.101440311,,,-78.81652314,339.7770437,8.038255114
2011-12-22,4217,4308,4182,4187,189894,799577090,4236.4,4434.083333,4511.4,4344.538462,,,,,,,4340.835341,4350.758737,,4233.639437,4671.243953,4681.891589,-0.007861635,0.001643977,0.004397004,,,,,,,345600,1660272.9,,6983230,6986130.333,-189894,,4952.507878,4511.4,4070.292122,0.195552546,44.56875252,45.21833734,0.00976288,0.014478079,67.43215031,22.55747126,24.23371648,12.43667117,18.69949313,26.89592068,,0,0,0,0,-9.923396003,,,-0.23700492,,67.28034078,-7.190672519,,,,,-6.09566875,,,-88.56248271,324.5072549,7.750352397
2011-12-23,4303,4313,4217,4232,211564,903650010,4209,4407.25,4481.75,4365.615385,,,,,,,4324.091442,4341.961794,,4214.753289,4634.987384,4646.572437,-0.007010082,-0.002307813,0.004959163,,,,,,,328400.6,1349889.55,,7194794,7117049.333,211564,,4914.189071,4481.75,4049.310929,0.192977775,46.18910624,45.48752408,0.008568967,0.01464432,58.51393189,25.79022989,24.59291188,12.80975283,18.25767833,26.0892665,,0,0,0,0,-17.87035114,,,-0.422267277,,64.92942269,-5.572599989,,,,,-6.08579238,,,-84.32731033,310.3281652,7.332896154
2011-12-26,4268,4283,4156,4202,154466,649041260,4213,4354.666667,4457.35,4392.346154,,,,,,,4305.308144,4331.594253,,4239.387826,4448.457541,4637.824735,-0.008395473,-0.005509281,0.005998365,,,,,,,237120.2,1238291.1,,7040328,7072784,-154466,,4895.071955,4457.35,4019.628045,0.19640457,45.23966524,45.332508,0.008266711,0.014342064,57.63962065,23.63505747,23.99425287,13.35650181,17.68203807,26.78107574,,0,0,0,0,-26.28610972,,,-0.625561869,,67.81472285,-5.728740171,,,,,-5.481956768,,,-87.52587336,297.2332963,7.073614857
2011-12-27,4248,4248,4086,4111,273482,1134183860,4191.8,4297.333333,4426.75,4422.730769,,,,,,,4275.414583,4315.253938,,4227.057339,4261.384516,4625.539055,-0.011088138,-0.006863699,0.006340088,,,,,,,240098.6,1144434.2,,6766846,7000656,-273482,,4871.421508,4426.75,3982.078492,0.20090202,42.39305529,44.60727559,0.006347383,0.012422736,51.09489051,17.09770115,22.1743295,14.09366083,16.94799765,27.4630901,,0,0,0,0,-39.83935521,5.110514435,-44.94986964,-0.969091589,0.12431317,70.21310937,-7.13277235,,,,,-5.307505506,,,-76.10330065,287.5737751,6.995226833
2011-12-28,4065,4136,4010,4010,168149,682028430,4148.4,4235.75,4402.5,4430.384615,,,,,,,4234.58157,4292.642535,,4179.342976,4232.917157,4625.404559,-0.014256027,-0.006587697,0.005383976,,,,,,,199511,1028072.15,,6598697,6801957,-168149,,4881.232702,4402.5,3923.767298,0.217482204,39.42771299,42.35347784,0.004428055,0.010503408,42.15827338,9.841954023,16.85823755,15.02401444,16.37848725,28.56710875,,0,0,0,0,-58.06096515,-7.523781483,-50.53718367,-1.447904368,-0.187625473,63.7496154,-8.915388984,,,,,-5.771720613,,,-83.64424131,276.0327912,6.883610753
